windmill_id,wind_speed_3_avg,reactive_power_27_avg,sensor_2_avg,sensor_5_avg,sensor_18_avg,distance_from_centroid
comma_0,1.9,0.0,-178.7,24.0,75.7,5.613785709658136
comma_0,1.5,0.0,-152.9,24.0,35.5,4.838280777854395
comma_0,2.0,0.0,-173.1,24.0,59.2,5.441728698491137
comma_0,2.3,0.0,-153.2,24.0,57.9,4.829465487411408
comma_0,1.2,0.0,148.7,24.0,4.4,4.550192355801874
comma_0,1.5,0.0,166.1,24.0,0.0,5.070169587059403
comma_0,1.3,0.0,173.0,24.0,0.0,5.2850880939982305
comma_0,1.4,0.0,-164.1,24.0,0.0,5.183935666486046
comma_0,1.3,0.0,158.2,24.0,0.0,4.83550760188982
comma_0,2.1,0.0,172.4,24.0,0.0,5.249649002782009
comma_0,2.1,0.0,-166.3,24.0,0.0,5.236178998075774
comma_0,1.4,0.0,-164.8,24.0,5.1,5.204830263491207
comma_0,1.8,0.0,170.0,24.0,0.0,5.182080377627602
comma_0,1.9,0.0,-172.3,24.0,54.1,5.419345696862829
comma_0,2.5,0.0,-171.6,24.0,114.5,5.3867862595504725
comma_0,2.4,0.0,166.3,24.0,93.3,5.053674799915154
comma_0,1.7000000000000002,0.0,170.7,24.0,73.4,5.2011022565241865
comma_0,1.7000000000000002,0.0,179.1,24.0,62.3,5.457711638663089
comma_0,2.0,0.0,173.3,24.0,96.6,5.273647562794218
comma_0,2.3,0.0,176.1,24.0,112.1,5.35399072224569
comma_0,2.4,0.0,-178.0,24.0,131.6,5.583436177415071
comma_0,1.8,0.0,-158.9,24.0,0.0,5.016350453514408
comma_0,2.2,0.0,179.2,24.0,0.0,5.455587202529451
comma_0,1.8,0.0,-143.0,24.0,99.4,4.526595730003391
comma_0,1.9,0.0,177.8,24.0,22.7,5.4163004898224445
comma_0,3.1,0.0,178.9,24.0,81.7,5.433085462700408
comma_0,1.6,0.0,-146.3,24.0,3.3,4.637603334717364
comma_0,2.4,0.0,-156.9,24.0,0.0,4.944816677613831
comma_0,2.0,0.0,-143.8,24.0,0.0,4.55262353011273
comma_0,1.5,0.0,-144.0,24.0,0.0,4.570741935183001
comma_0,1.3,0.0,-157.8,24.0,0.0,4.995134391513892
comma_0,1.9,0.0,162.1,24.0,0.0,4.939412804876279
comma_0,0.9,0.0,147.2,24.0,0.0,4.51541960949796
comma_0,1.1,0.0,147.7,24.0,0.0,4.52357739021453
comma_0,1.5,0.0,-149.0,24.0,0.0,4.722490061947495
comma_0,2.2,0.0,152.4,24.0,0.0,4.6383270976464654
comma_0,2.2,0.0,-161.1,24.0,0.0,5.075929754546301
comma_0,1.4,0.0,-177.6,24.0,0.0,5.594791511585572
comma_0,1.7000000000000002,0.0,152.1,24.0,0.0,4.639686812669252
comma_0,2.2,0.0,163.1,24.0,0.0,4.964370615475827
comma_0,1.9,0.0,-153.8,24.0,0.0,4.858985457286923
comma_0,2.5,0.0,180.0,24.0,64.5,5.472239810080187
comma_0,2.3,0.0,177.9,24.0,100.9,5.409280460502315
comma_0,1.6,0.0,163.1,24.0,49.5,4.973071131325568
comma_0,1.6,0.0,158.8,24.0,32.7,4.843280958456193
comma_0,1.5,0.0,163.6,24.0,0.0,4.9941542017776
comma_0,1.6,0.0,153.9,24.0,0.0,4.696857661905563
comma_0,1.7000000000000002,0.0,150.9,24.0,0.0,4.603230463383944
comma_0,1.9,0.0,174.5,24.0,53.1,5.3138667280272776
comma_0,1.7000000000000002,0.0,-178.5,24.0,34.3,5.6134425001462365
comma_0,3.0,0.0,-162.0,24.0,51.4,5.091091305769601
comma_0,1.8,0.0,156.2,24.0,5.4,4.761533208944725
comma_0,3.5,0.0,-149.0,45.9,69.3,4.713483295657785
comma_0,2.7,0.0,153.0,86.0,7.5,5.35720571412122
comma_0,4.0,0.0,-114.5,86.0,5.4,4.514541386033711
comma_0,2.1,0.0,151.9,24.0,92.4,4.619167072105977
comma_0,3.0,0.0,156.5,24.0,108.8,4.747621745840789
comma_0,18.2,0.0,7.4,86.0,41.1,4.579771171701159
comma_0,19.2,0.0,13.5,86.0,39.2,4.7935327980336915
comma_0,18.1,0.0,10.5,86.0,42.6,4.563408752932752
comma_0,19.1,0.0,21.6,86.0,42.7,4.796240034377227
comma_0,19.4,0.0,-21.4,86.0,44.8,4.8805249120896566
comma_0,19.8,0.0,3.5,86.0,40.1,4.9070929446752185
comma_0,20.8,0.0,7.5,86.0,42.4,5.120012669342892
comma_0,20.2,0.0,-5.1,86.0,47.1,4.9965727212353634
comma_0,21.5,0.0,-2.5,86.0,46.5,5.270160807009102
comma_0,21.1,0.0,0.7000000000000001,86.0,43.8,5.1823533970807265
comma_0,21.7,0.0,-1.4,86.0,49.4,5.312155406796494
comma_0,21.1,0.0,-22.0,86.0,46.9,5.237642810602907
comma_0,20.0,0.0,9.3,86.0,47.7,4.952511008128662
comma_0,21.7,0.0,7.2,86.0,47.0,5.31239158754745
comma_0,21.5,0.0,-19.9,86.0,43.3,5.313899004858702
comma_0,19.1,0.0,2.5,86.0,44.7,4.761312542223566
comma_0,19.1,0.0,-0.5,86.0,39.5,4.762727345013839
comma_0,19.6,0.0,-0.5,86.0,44.5,4.866092101188712
comma_0,19.0,0.0,-2.5,86.0,46.7,4.7433932826859
comma_0,19.7,0.0,4.3,86.0,42.3,4.886221592320974
comma_0,19.0,0.0,25.5,86.0,41.1,4.791829747979117
comma_0,3.6,0.0,-149.3,71.7,0.0,5.08028679032382
comma_0,3.0,0.0,147.7,85.1,0.0,5.1921100609261
comma_0,1.8,0.0,157.0,24.0,0.0,4.786322045883946
comma_0,1.4,0.0,150.7,24.0,0.0,4.605140000775809
comma_0,1.1,0.0,-170.6,24.0,0.0,5.389552410978849
comma_0,0.8,0.0,-178.6,24.0,0.0,5.64131034143638
comma_0,2.7,0.0,-158.7,24.0,173.4,4.989788372794512
comma_0,4.5,0.0,165.2,87.0,12.5,5.709588365719136
comma_0,1.5,0.0,167.9,24.0,0.0,5.124915648375859
comma_0,2.1,0.0,165.1,24.0,3.8,5.026733600356954
comma_0,1.8,0.0,149.9,24.0,38.0,4.567467128539696
comma_0,2.2,0.0,161.2,24.0,18.3,4.905014027632255
comma_0,2.4,0.0,150.7,24.0,53.2,4.579341223787423
comma_0,0.8,0.0,154.7,24.0,0.0,4.7455821660836905
comma_0,1.2,0.0,151.3,24.0,0.0,4.629310114777113
comma_0,1.9,0.0,162.6,24.0,39.0,4.9518233823269
comma_0,1.8,0.0,170.3,24.0,7.8,5.190621967196153
comma_0,3.4,0.0301463414634146,-147.5,20.3,236.9,4.670002536661408
comma_0,1.1,0.0,-160.6,24.0,0.0,5.085868866210161
comma_0,0.8,0.0,168.3,24.0,0.0,5.157163449323004
comma_0,1.4,0.0,-144.6,24.0,0.0,4.591750088517912
comma_0,1.9,0.0,175.9,24.0,68.3,5.3558703141809545
comma_0,1.9,0.0,160.9,24.0,41.6,4.899867326046238
comma_0,1.7000000000000002,0.0,168.8,24.0,62.0,5.143710009842475
comma_0,0.9,0.0,155.8,24.0,7.6,4.774710692475748
comma_0,1.2,0.0,164.7,24.0,0.0,5.03565053627123
comma_0,1.3,0.0,-178.6,24.0,0.0,5.627649115914816
comma_0,1.4,0.0,148.3,24.0,0.0,4.532378448853358
comma_0,1.2,0.0,-145.7,24.0,0.0,4.631079531196209
comma_0,2.4,0.0,-145.7,24.0,101.7,4.597232459498956
comma_0,2.6,0.0,-169.1,24.0,79.5,5.310254876217486
comma_0,1.3,0.0,-169.4,24.0,0.0,5.347686944708061
comma_0,1.5,0.0,-149.2,24.0,1.4,4.7284422499958945
comma_0,1.9,0.0,-146.8,24.0,9.5,4.645175529902491
comma_0,2.9,0.0,-145.6,24.0,86.2,4.588943210924123
comma_0,2.4,0.0,159.0,24.0,6.0,4.835786322274176
comma_0,2.4,0.0,167.9,24.0,60.3,5.103906097605137
comma_0,1.9,0.0,173.0,24.0,66.2,5.267475268536138
comma_0,1.5,0.0,156.4,24.0,30.5,4.773020190556905
comma_0,1.2,0.0,156.2,24.0,0.0,4.777789026678786
comma_0,1.4,0.0,157.1,24.0,0.0,4.799318888639062
comma_0,1.5,0.0,175.4,24.0,0.0,5.353150212445644
comma_0,1.5,0.0,154.0,24.0,0.0,4.702500203204608
comma_0,1.0,0.0,162.3,24.0,0.0,4.968880561431126
comma_0,2.1,0.0,161.6,24.0,0.0,4.920362800023623
comma_0,1.7000000000000002,0.0,-142.1,24.0,13.5,4.506650734318968
comma_0,2.8,0.0,-172.5,24.0,119.0,5.411272033594976
comma_0,2.4,0.0,150.4,24.0,42.7,4.570845082554835
comma_0,2.3,0.0,-177.4,24.0,50.4,5.568893711069843
comma_0,1.8,0.0,161.5,24.0,0.0,4.923246930875991
comma_0,1.6,0.0,166.7,24.0,2.1,5.085842180013828
comma_0,1.5,0.0,155.8,24.0,0.0,4.757153756735561
comma_0,1.6,0.0,179.5,24.0,0.0,5.475761883741992
comma_0,1.7000000000000002,0.0,166.0,24.0,0.0,5.062416811577186
comma_0,2.2,0.0,168.4,24.0,3.3,5.1257401151135005
comma_0,1.7000000000000002,0.0,164.7,86.0,0.0,5.684762333795903
comma_0,1.8,0.0,150.1,86.0,0.0,5.29453813262641
comma_0,1.8,0.0,168.8,86.0,0.0,5.793438762093716
comma_0,1.8,0.0,-145.7,24.0,0.0,4.614776293445658
comma_0,2.8,0.0,131.6,84.7,2.8,4.764656436872217
comma_0,1.4,0.0,160.7,24.0,16.0,4.907369039365712
comma_0,1.7000000000000002,0.0,152.1,24.0,6.3,4.63914370308811
comma_0,2.8,0.0,152.4,24.0,95.3,4.62435328973938
comma_0,1.2,0.0,-150.7,24.0,0.0,4.782591617371499
comma_0,1.4,0.0,166.3,24.0,3.9,5.078478287009018
comma_0,18.1,0.0,-6.5,86.0,35.9,4.566774603555319
comma_0,17.9,0.0,-1.5,86.0,31.6,4.519777107011131
comma_0,18.8,0.0,-6.5,86.0,38.3,4.708734679914729
comma_0,18.1,0.0,-21.5,86.0,42.2,4.618263362771869
comma_0,2.0,0.0,-160.0,24.0,15.0,5.04470967408094
comma_0,2.5,0.0,-153.2,24.0,93.8,4.825035442363924
comma_0,3.2,0.0,-150.1,24.0,139.7,4.7233374625198605
comma_0,1.9,0.0,121.5,86.0,0.0,4.563831150975794
comma_0,2.9,0.0,121.6,86.3,13.2,4.55915240563472
comma_0,5.6,0.096,175.7,18.4,418.4,5.428973780069289
comma_0,2.0,0.0,158.1,24.0,56.8,4.81166887748217
comma_0,2.0,0.0,-144.6,24.0,96.1,4.570999163622241
comma_0,1.6,0.0,178.7,24.0,18.5,5.450083398820567
comma_0,1.2,0.0,166.0,24.0,0.0,5.075118383606331
comma_0,1.4,0.0,157.1,24.0,0.0,4.799318888639062
comma_0,1.5,0.0,155.6,24.0,44.0,4.747827631464343
comma_0,1.3,0.0,160.2,24.0,11.2,4.895304775651084
comma_0,1.5,0.0,-178.7,24.0,0.0,5.626006329063242
comma_0,1.3,0.0,149.7,24.0,0.0,4.577770098455871
comma_0,1.0,0.0,175.3,24.0,0.0,5.363300055239382
comma_0,1.0,0.0,150.8,24.0,2.4,4.62048825086681
comma_0,3.9,0.0196097560975609,-174.5,61.3,292.7,5.642454508790707
comma_0,2.2,0.0,-143.2,24.0,34.3,4.527744492411119
comma_0,1.5,0.0,-151.5,24.0,2.4,4.798207028840608
comma_0,1.8,0.0,-155.7,24.0,0.0,4.918937790990922
comma_0,1.3,0.0,-163.1,24.0,0.0,5.156147494014897
comma_0,1.8,0.0,171.3,24.0,1.0,5.22160963650618
comma_0,1.8,0.0,160.4,24.0,0.0,4.889769317454416
comma_0,2.2,0.0,-142.7,24.0,81.6,4.509811224160572
comma_0,2.0,0.0,-168.3,24.0,61.1,5.295114135069484
comma_0,2.2,0.0,-162.6,24.0,60.1,5.117804667614423
comma_0,2.5,0.0,-176.4,24.0,93.6,5.5341116893681965
comma_0,1.6,0.0,-159.0,24.0,0.0,5.023896569845046
comma_0,1.3,0.0,178.7,24.0,30.9,5.456384576047263
comma_0,1.0,0.0,147.0,24.0,0.0,4.5058258990185225
comma_0,1.7000000000000002,0.0,-147.2,24.0,2.9,4.66247972808633
comma_0,1.6,0.0,-148.1,24.0,0.0,4.692557177854873
comma_0,2.0,0.0,-150.5,24.0,87.7,4.751069553216804
comma_0,2.1,0.0,177.2,24.0,89.2,5.391262805115333
comma_0,2.1,0.0,-155.3,24.0,66.2,4.896456239626799
comma_0,2.8,0.0,-162.3,24.0,83.6,5.100260802579777
comma_0,1.7000000000000002,0.0,-143.9,24.0,7.7,4.561808875965008
comma_0,2.0,0.0,-178.8,24.0,19.5,5.617956752571435
comma_0,2.1,0.0,164.8,24.0,10.4,5.0170752960287475
comma_0,1.7000000000000002,0.0,160.9,24.0,19.8,4.905681960404994
comma_0,2.0,0.0,-148.2,24.0,3.8,4.686167342508098
comma_0,2.5,0.0,166.5,24.0,75.1,5.059167084618039
comma_0,2.1,0.0,179.2,24.0,58.6,5.453570980914215
comma_0,2.5,0.0,-148.6,24.0,84.6,4.684931473628476
comma_0,1.9,0.0,-170.2,24.0,0.2,5.35866158073504
comma_0,2.4,0.0,172.3,24.0,105.1,5.2366590374404725
comma_0,1.8,0.0,-167.8,24.0,59.9,5.283714061763915
comma_0,1.6,0.0,166.6,24.0,0.0,5.0829668136253385
comma_0,1.9,0.0,-159.3,24.0,0.0,5.026469351464993
comma_0,4.1,0.0297560975609756,-149.2,19.1,303.4,4.737000056636457
comma_0,2.7,0.0,-177.7,24.0,120.4,5.571221426371528
comma_0,1.7000000000000002,0.0,147.8,24.0,0.6000000000000001,4.509029012177868
comma_0,1.1,0.0,-161.4,24.0,0.0,5.110147606056535
comma_0,1.6,0.0,165.5,24.0,0.0,5.049498921204563
comma_0,1.7000000000000002,0.0,148.3,24.0,0.0,4.524265089271592
comma_0,2.6,0.0,176.1,24.0,3.0,5.355581053523475
comma_0,1.0,0.0,149.1,24.0,0.0,4.569296258422055
comma_0,1.3,0.0,156.1,24.0,0.0,4.771796141729339
comma_0,1.3,0.0,-165.5,24.0,0.0,5.229096977889881
comma_0,1.8,0.0,-175.8,24.0,0.0,5.531354431579612
comma_0,2.7,0.0,-170.9,24.0,77.8,5.364367378608037
comma_0,3.7,0.0,131.1,85.9,4.1,4.783187608602414
comma_0,6.6,0.0,137.0,86.0,5.8,4.997176985399764
comma_0,1.5,0.0,155.0,24.0,0.0,4.732861390287458
comma_0,1.8,0.0,-172.6,24.0,0.0,5.433775405964462
comma_0,1.1,0.0,172.6,24.0,0.0,5.278403576498393
comma_0,1.1,0.0,153.6,24.0,0.0,4.702128789865937
comma_0,1.3,0.0,166.4,24.0,0.0,5.08448448160912
comma_0,1.7000000000000002,0.0,155.3,24.0,0.0,4.7369355707343646
comma_0,1.6,0.0,172.3,24.0,0.0,5.256460198601083
comma_0,1.2,0.0,176.5,24.0,0.0,5.394157334875863
comma_0,1.6,0.0,149.1,24.0,6.7,4.550523857007548
comma_0,1.6,0.0,155.7,24.0,0.0,4.751540342310517
comma_0,1.4,0.0,159.5,24.0,0.0,4.872187629577634
comma_0,1.5,0.0,169.2,24.0,0.0,5.164462014853562
comma_0,1.6,0.0,-155.8,24.0,0.0,4.926571775835146
comma_0,1.7000000000000002,0.0,-169.2,24.0,0.0,5.3321892435469405
comma_0,3.1,0.0,-159.4,24.0,234.7,5.009673534852104
comma_0,1.7000000000000002,0.0,-156.6,24.0,0.0,4.94855221948274
comma_0,1.2,0.0,174.6,24.0,0.0,5.3363940977709055
comma_0,2.0,0.0,157.5,24.0,26.4,4.795288924390415
comma_0,1.9,0.0,163.3,24.0,30.8,4.973677202545772
comma_0,2.3,0.0,-176.9,24.0,71.3,5.552669683786762
comma_0,3.0,0.0,165.1,24.0,137.2,5.010069752849554
comma_0,1.8,0.0,-178.4,24.0,0.0,5.61065691190081
comma_0,2.5,0.0,-156.2,24.0,0.0,4.92212681374569
comma_0,1.6,0.0,-178.3,24.0,0.0,5.611636076399886
comma_0,2.0,0.0,-146.7,24.0,100.2,4.634835242030564
comma_0,2.8,0.0,-163.6,24.0,87.3,5.139876424669177
comma_0,2.0,0.0,-177.2,24.0,94.4,5.565603427747267
comma_0,2.6,0.0,159.5,43.3,8.9,4.853762137060823
comma_0,3.0,0.0,136.2,86.0,2.8,4.917362832679351
comma_0,2.3,0.0,179.1,24.0,78.6,5.446678193509409
comma_0,2.3,0.0,-145.4,24.0,4.8,4.595349997029792
comma_0,1.6,0.0,159.9,24.0,26.6,4.877151247221717
comma_0,1.8,0.0,162.4,24.0,0.0,4.95064100265408
comma_0,1.7000000000000002,0.0,154.3,24.0,0.0,4.706540470092653
comma_0,1.3,0.0,150.6,24.0,0.0,4.605041422609191
comma_0,1.3,0.0,153.6,24.0,0.0,4.695978472302562
comma_0,1.2,0.0,152.4,24.0,0.0,4.662630381865474
comma_0,1.2,0.0,173.0,24.0,0.0,5.287762022285405
comma_0,0.7000000000000001,0.0,-151.2,24.0,0.0,4.814421273396691
comma_0,0.8,0.0,153.8,24.0,0.0,4.718384592630332
comma_0,0.8,0.0,-153.6,24.0,0.0,4.883414817536407
comma_0,1.1,0.0,161.0,24.0,2.2,4.926178633057963
comma_0,1.1,0.0,-145.1,24.0,1.2,4.6160016344156825
comma_0,0.5,0.0,179.1,24.0,9.8,5.4937764052055105
comma_0,1.1,0.0,176.2,24.0,87.5,5.382988122384602
comma_0,1.7000000000000002,0.0,-143.7,24.0,0.0,4.556406729598898
comma_0,3.1,0.0,164.4,24.0,269.1,4.99122441977919
comma_0,2.8,0.0,-164.8,24.0,219.7,5.17630746890769
comma_0,1.8,0.0,152.1,24.0,69.3,4.632558524275289
comma_0,1.2,0.0,160.7,24.0,0.0,4.9142598715683725
comma_0,0.7000000000000001,0.0,165.0,24.0,0.0,5.060615142925138
comma_0,1.6,0.0,160.9,24.0,0.0,4.909592146776338
comma_0,1.8,0.0,148.9,24.0,0.0,4.540065519846832
comma_0,1.2,0.0,150.7,24.0,0.0,4.6111383903106145
comma_0,1.2,0.0,-173.9,24.0,0.0,5.487166290824543
comma_0,3.4,0.0,178.3,21.7,227.8,5.425056523596539
comma_0,1.6,0.0,-159.2,24.0,5.3,5.029557871098792
comma_0,1.0,0.0,-153.2,24.0,0.0,4.864601934675874
comma_0,2.5,0.0,-164.3,24.0,69.0,5.1651023882927065
comma_0,3.4,0.0,-162.3,22.0,408.5,5.122266156200743
comma_0,2.6,0.0,171.9,24.0,0.0,5.227505714433587
comma_0,0.6000000000000001,0.0,-153.3,24.0,0.0,4.8815553178633255
comma_0,2.0,0.0,-169.6,24.0,46.6,5.335522999123156
comma_0,3.2,0.0,-145.3,24.0,136.0,4.576635553411116
comma_0,1.6,0.0,-168.9,24.0,0.0,5.325230970317867
comma_0,0.8,0.0,-141.4,24.0,0.0,4.514834985795026
comma_0,0.9,0.0,-157.6,24.0,0.0,5.001136598799946
comma_0,1.4,0.0,155.3,24.0,0.0,4.744685280070448
comma_0,1.2,0.0,157.3,24.0,0.0,4.811138982137913
comma_0,1.3,0.0,162.9,24.0,0.0,4.978176748649794
comma_0,0.8,0.0,-149.2,24.0,2.4,4.750165453253505
comma_0,1.5,0.0,150.2,24.0,2.2,4.586978206402368
comma_0,0.9,0.0,-153.8,24.0,0.0,4.886057841639843
comma_0,0.6000000000000001,0.0,-161.8,24.0,0.0,5.138518799261416
comma_0,1.3,0.0,-147.3,24.0,0.0,4.676526526852093
comma_0,1.8,0.0,-157.4,24.0,0.0,4.970683729228028
comma_0,1.6,0.0,-145.6,24.0,0.0,4.616635672684498
comma_0,1.3,0.0,148.4,24.0,0.0,4.53838644043868
comma_0,1.3,0.0,172.6,24.0,0.0,5.272925466212662
comma_0,1.8,0.0,175.2,24.0,0.0,5.340539691304898
comma_0,2.0,0.0,-167.3,24.0,0.6000000000000001,5.268364687626439
comma_0,1.8,0.0,152.6,24.0,0.0,4.652517914675142
comma_0,1.5,0.0,-154.3,24.0,0.0,4.883473179983307
comma_0,1.3,0.0,166.7,24.0,0.0,5.093599014665484
comma_0,1.5,0.0,-148.8,24.0,0.0,4.716417767913701
comma_0,1.8,0.0,-165.6,24.0,0.0,5.220420629447184
comma_0,1.5,0.0,177.0,24.0,0.0,5.401864934809526
comma_0,1.6,0.0,-171.2,24.0,0.0,5.395284541842964
comma_0,2.0,0.0,-162.5,24.0,55.1,5.118438419690016
comma_0,1.9,0.0,-164.6,24.0,72.0,5.183585959312478
comma_0,1.9,0.0,-164.4,24.0,91.1,5.176759305571132
comma_0,2.4,0.0,165.4,24.0,117.4,5.025534826473633
comma_0,2.5,0.0,173.2,24.0,128.2,5.26245118607806
comma_0,2.2,0.0,-171.6,24.0,108.5,5.390932583311186
comma_0,2.1,0.0,169.7,24.0,82.3,5.16249216102373
comma_0,2.0,0.0,-176.6,24.0,72.3,5.5480406787974745
comma_0,2.7,0.0,166.6,24.0,110.8,5.058815075450758
comma_0,1.4,0.0,-153.1,24.0,0.0,4.849668922960731
comma_0,1.6,0.0,-169.2,24.0,0.0,5.334367454477388
comma_0,1.9,0.0,-160.6,24.0,0.0,5.066071351977837
